GO_id_or_uniprot_term	Description	OurLocalization	UniquePriorityNumber	SpatialRelation
GO:0034469	Golgi stack lumen	Unknown	0	IN Extracellular
GO:0034492	hydrogenosome lumen	Unknown	0	IN Extracellular
GO:0034493	melanosome lumen	Unknown	0	IN Extracellular
GO:0034494	microneme lumen	Unknown	0	IN Extracellular
GO:0034495	protein storage vacuole lumen	Unknown	0	IN Extracellular
GO:0034506	"chromosome, centromeric core region"	Unknown	0	IN Extracellular
GO:0034507	"chromosome, centromeric outer repeat region"	Unknown	0	IN Extracellular
GO:0034515	proteasome storage granule	Unknown	0	IN Extracellular
GO:0034518	RNA cap binding complex	Unknown	0	IN Extracellular
GO:0034519	cytoplasmic RNA cap binding complex	Unknown	0	IN Extracellular
GO:0034591	rhoptry lumen	Unknown	0	IN Extracellular
GO:0034592	synaptic vesicle lumen	Unknown	0	IN Extracellular
GO:0034615	GCH1 complex	Unknown	0	IN Extracellular
GO:0034646	organelle-enclosing lipid monolayer	Unknown	0	IN Extracellular
GO:0034657	GID complex	Unknown	0	IN Extracellular
GO:0034662	CFTR-NHERF-ezrin complex	Unknown	0	IN Extracellular
GO:0034663	endoplasmic reticulum chaperone complex	Unknown	0	IN Extracellular
GO:0034664	Ig heavy chain-bound endoplasmic reticulum chaperone complex	Unknown	0	IN Extracellular
GO:0034665	alpha1-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034666	alpha2-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034667	alpha3-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034668	alpha4-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034669	alpha4-beta7 integrin complex	Unknown	0	IN Extracellular
GO:0034673	inhibin-betaglycan-ActRII complex	Unknown	0	IN Extracellular
GO:0034674	alpha5-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034675	alpha6-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034676	alpha6-beta4 integrin complex	Unknown	0	IN Extracellular
GO:0034677	alpha7-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034678	alpha8-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034679	alpha9-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034680	alpha10-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034681	alpha11-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034682	alphav-beta1 integrin complex	Unknown	0	IN Extracellular
GO:0034683	alphav-beta3 integrin complex	Unknown	0	IN Extracellular
GO:0034684	alphav-beta5 integrin complex	Unknown	0	IN Extracellular
GO:0034685	alphav-beta6 integrin complex	Unknown	0	IN Extracellular
GO:0034686	alphav-beta8 integrin complex	Unknown	0	IN Extracellular
GO:0034687	alphaL-beta2 integrin complex	Unknown	0	IN Extracellular
GO:0034688	alphaM-beta2 integrin complex	Unknown	0	IN Extracellular
GO:0034689	alphaX-beta2 integrin complex	Unknown	0	IN Extracellular
GO:0034690	alphaD-beta2 integrin complex	Unknown	0	IN Extracellular
GO:0034691	alphaE-beta7 integrin complex	Unknown	0	IN Extracellular
GO:0034692	E.F.G complex	Unknown	0	IN Extracellular
GO:0034693	U11/U12 snRNP	Unknown	0	IN Extracellular
GO:0034708	methyltransferase complex	Unknown	0	IN Extracellular
GO:0034709	methylosome	Unknown	0	IN Extracellular
GO:0034715	pICln-Sm protein complex	Unknown	0	IN Extracellular
GO:0034716	Gemin3-Gemin4-Gemin5 complex	Unknown	0	IN Extracellular
GO:0034717	Gemin6-Gemin7-unrip complex	Unknown	0	IN Extracellular
GO:0034718	SMN-Gemin2 complex	Unknown	0	IN Extracellular
GO:0034719	SMN-Sm protein complex	Unknown	0	IN Extracellular
GO:0034730	SmD-containing SMN-Sm protein complex	Unknown	0	IN Extracellular
GO:0034731	Lsm-containing SMN-Sm protein complex	Unknown	0	IN Extracellular
GO:0034732	transcription factor TFIIIB-alpha complex	Unknown	0	IN Extracellular
GO:0034733	transcription factor TFIIIB-beta complex	Unknown	0	IN Extracellular
GO:0034734	transcription factor TFIIIC1 complex	Unknown	0	IN Extracellular
GO:0034735	transcription factor TFIIIC2 complex	Unknown	0	IN Extracellular
GO:0034740	TFIIIC-TOP1-SUB1 complex	Unknown	0	IN Extracellular
GO:0034741	APC-tubulin-IQGAP1 complex	Unknown	0	IN Extracellular
GO:0034743	APC-IQGAP complex	Unknown	0	IN Extracellular
GO:0034744	APC-IQGAP1-Cdc42 complex	Unknown	0	IN Extracellular
GO:0034745	APC-IQGAP1-Rac1 complex	Unknown	0	IN Extracellular
GO:0034746	APC-IQGAP1-CLIP-170 complex	Unknown	0	IN Extracellular
GO:0034748	Par3-APC-KIF3A complex	Unknown	0	IN Extracellular
GO:0034749	Scrib-APC complex	Unknown	0	IN Extracellular
GO:0034750	Scrib-APC-beta-catenin complex	Unknown	0	IN Extracellular
GO:0034751	aryl hydrocarbon receptor complex	Unknown	0	IN Extracellular
GO:0034752	cytosolic aryl hydrocarbon receptor complex	Unknown	0	IN Extracellular
GO:0034753	nuclear aryl hydrocarbon receptor complex	Unknown	0	IN Extracellular
GO:0034774	secretory granule lumen	Unknown	0	IN Extracellular
GO:0034777	recycling endosome lumen	Unknown	0	IN Extracellular
GO:0034967	Set3 complex	Unknown	0	IN Extracellular
GO:0034973	Sid2-Mob1 complex	Unknown	0	IN Extracellular
GO:0034974	Swi5-Swi2 complex	Unknown	0	IN Extracellular
GO:0034977	ABIN2-NFKB1-MAP3K8 complex	Unknown	0	IN Extracellular
GO:0034978	PDX1-PBX1b-MRG1 complex	Unknown	0	IN Extracellular
GO:0034980	FHL2-CREB complex	Unknown	0	IN Extracellular
GO:0034981	FHL3-CREB complex	Unknown	0	IN Extracellular
GO:0034985	Ecsit-NDUFAF1 complex	Unknown	0	IN Extracellular
GO:0034990	nuclear mitotic cohesin complex	Unknown	0	IN Extracellular
GO:0034991	nuclear meiotic cohesin complex	Unknown	0	IN Extracellular
GO:0034992	microtubule organizing center attachment site	Unknown	0	IN Extracellular
GO:0034993	SUN-KASH complex	Unknown	0	IN Extracellular
GO:0034995	SC5b-7 complex	Unknown	0	IN Extracellular
GO:0034996	RasGAP-Fyn-Lyn-Yes complex	Unknown	0	IN Extracellular
GO:0034997	alphav-beta5 integrin-vitronectin complex	Unknown	0	IN Extracellular
GO:0034998	oligosaccharyltransferase I complex	Unknown	0	IN Extracellular
GO:0034999	oligosaccharyltransferase II complex	Unknown	0	IN Extracellular
GO:0035000	oligosaccharyltransferase III complex	Unknown	0	IN Extracellular
GO:0035012	"polytene chromosome, telomeric region"	Unknown	0	IN Extracellular
GO:0035032	"phosphatidylinositol 3-kinase complex, class III"	Unknown	0	IN Extracellular
GO:0035059	RCAF complex	Unknown	0	IN Extracellular
GO:0035060	brahma complex	Unknown	0	IN Extracellular
GO:0035061	interchromatin granule	Unknown	0	IN Extracellular
GO:0035062	omega speckle	Unknown	0	IN Extracellular
GO:0035068	micro-ribonucleoprotein complex	Unknown	0	IN Extracellular
GO:0035101	FACT complex	Unknown	0	IN Extracellular
GO:0035102	PRC1 complex	Unknown	0	IN Extracellular
GO:0035145	exon-exon junction complex	Unknown	0	IN Extracellular
GO:0035182	female germline ring canal outer rim	Unknown	0	IN Extracellular
GO:0035183	female germline ring canal inner rim	Unknown	0	IN Extracellular
GO:0035189	Rb-E2F complex	Unknown	0	IN Extracellular
GO:0035230	cytoneme	Unknown	0	IN Extracellular
GO:0035301	Hedgehog signaling complex	Unknown	0	IN Extracellular
GO:0035323	male germline ring canal	Unknown	0	IN Extracellular
GO:0035324	female germline ring canal	Unknown	0	IN Extracellular
GO:0035327	transcriptionally active chromatin	Unknown	0	IN Extracellular
GO:0035328	transcriptionally silent chromatin	Unknown	0	IN Extracellular
GO:0035339	SPOTS complex	Unknown	0	IN Extracellular
GO:0035354	Toll-like receptor 1-Toll-like receptor 2 protein complex	Unknown	0	IN Extracellular
GO:0035355	Toll-like receptor 2-Toll-like receptor 6 protein complex	Unknown	0	IN Extracellular
GO:0035361	Cul8-RING ubiquitin ligase complex	Unknown	0	IN Extracellular
GO:0035363	histone locus body	Unknown	0	IN Extracellular
GO:0035369	pre-B cell receptor complex	Unknown	0	IN Extracellular
GO:0035370	UBC13-UEV1A complex	Unknown	0	IN Extracellular
GO:0035371	microtubule plus-end	Unknown	0	IN Extracellular
GO:0035448	extrinsic component of thylakoid membrane	Unknown	0	IN Extracellular
GO:0035449	extrinsic component of plastid thylakoid membrane	Unknown	0	IN Extracellular
GO:0035450	extrinsic component of lumenal side of plastid thylakoid membrane	Unknown	0	IN Extracellular
GO:0035451	extrinsic component of stromal side of plastid thylakoid membrane	Unknown	0	IN Extracellular
GO:0035452	extrinsic component of plastid membrane	Unknown	0	IN Extracellular
GO:0035453	extrinsic component of plastid inner membrane	Unknown	0	IN Extracellular
GO:0035454	extrinsic component of stromal side of plastid inner membrane	Unknown	0	IN Extracellular
GO:0035517	PR-DUB complex	Unknown	0	IN Extracellular
GO:0035525	NF-kappaB p50/p65 complex	Unknown	0	IN Extracellular
GO:0035550	urease complex	Unknown	0	IN Extracellular
GO:0035577	azurophil granule membrane	Unknown	0	IN Extracellular
GO:0035578	azurophil granule lumen	Unknown	0	IN Extracellular
GO:0035579	specific granule membrane	Unknown	0	IN Extracellular
GO:0035580	specific granule lumen	Unknown	0	IN Extracellular
GO:0035618	root hair	Unknown	0	IN Extracellular
GO:0035619	root hair tip	Unknown	0	IN Extracellular
GO:0035631	CD40 receptor complex	Unknown	0	IN Extracellular
GO:0035632	mitochondrial prohibitin complex	Unknown	0	IN Extracellular
GO:0035649	Nrd1 complex	Unknown	0	IN Extracellular
GO:0035657	eRF1 methyltransferase complex	Unknown	0	IN Extracellular
GO:0035658	Mon1-Ccz1 complex	Unknown	0	IN Extracellular
GO:0035686	sperm fibrous sheath	Unknown	0	IN Extracellular
GO:0035692	macrophage migration inhibitory factor receptor complex	Unknown	0	IN Extracellular
GO:0035693	NOS2-CD74 complex	Unknown	0	IN Extracellular
GO:0035748	myelin sheath abaxonal region	Unknown	0	IN Extracellular
GO:0035749	myelin sheath adaxonal region	Unknown	0	IN Extracellular
GO:0035770	ribonucleoprotein granule	Unknown	0	IN Extracellular
GO:0035792	other organism postsynaptic membrane	Unknown	0	IN Extracellular
GO:0035796	"ATP-binding cassette (ABC) transporter complex, transmembrane substrate-binding subunit-containing"	Unknown	0	IN Extracellular
GO:0035805	egg coat	Unknown	0	IN Extracellular
GO:0035808	meiotic recombination initiation complex	Unknown	0	IN Extracellular
GO:0035838	growing cell tip	Unknown	0	IN Extracellular
GO:0035839	non-growing cell tip	Unknown	0	IN Extracellular
GO:0035840	old growing cell tip	Unknown	0	IN Extracellular
GO:0035841	new growing cell tip	Unknown	0	IN Extracellular
GO:0035842	old cell tip after activation of bipolar cell growth	Unknown	0	IN Extracellular
GO:0035843	endonuclear canal	Unknown	0	IN Extracellular
GO:0035859	Seh1-associated complex	Unknown	0	IN Extracellular
GO:0035861	site of double-strand break	Unknown	0	IN Extracellular
GO:0035866	alphav-beta3 integrin-PKCalpha complex	Unknown	0	IN Extracellular
GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex	Unknown	0	IN Extracellular
GO:0035868	alphav-beta3 integrin-HMGB1 complex	Unknown	0	IN Extracellular
GO:0035869	ciliary transition zone	Unknown	0	IN Extracellular
GO:0035974	meiotic spindle pole body	Unknown	0	IN Extracellular
GO:0035976	AP1 complex	Unknown	0	IN Extracellular
GO:0035985	senescence-associated heterochromatin focus	Unknown	0	IN Extracellular
GO:0035996	rhabdomere microvillus	Unknown	0	IN Extracellular
GO:0035997	rhabdomere microvillus membrane	Unknown	0	IN Extracellular
GO:0036000	mucocyst	Unknown	0	IN Extracellular
GO:0036007	scintillon	Unknown	0	IN Extracellular
GO:0036012	cyanelle inner membrane	Unknown	0	IN Extracellular
GO:0036013	cyanelle outer membrane	Unknown	0	IN Extracellular
GO:0036014	cyanelle intermembrane space	Unknown	0	IN Extracellular
GO:0036019	endolysosome	Unknown	0	IN Extracellular
GO:0036020	endolysosome membrane	Unknown	0	IN Extracellular
GO:0036021	endolysosome lumen	Unknown	0	IN Extracellular
GO:0036024	protein C inhibitor-TMPRSS7 complex	Unknown	0	IN Extracellular
GO:0036025	protein C inhibitor-TMPRSS11E complex	Unknown	0	IN Extracellular
GO:0036026	protein C inhibitor-PLAT complex	Unknown	0	IN Extracellular
GO:0036027	protein C inhibitor-PLAU complex	Unknown	0	IN Extracellular
GO:0036028	protein C inhibitor-thrombin complex	Unknown	0	IN Extracellular
GO:0036029	protein C inhibitor-KLK3 complex	Unknown	0	IN Extracellular
GO:0036030	protein C inhibitor-plasma kallikrein complex	Unknown	0	IN Extracellular
GO:0036038	TCTN-B9D complex	Unknown	0	IN Extracellular
GO:0036053	glomerular endothelium fenestra	Unknown	0	IN Extracellular
GO:0036056	filtration diaphragm	Unknown	0	IN Extracellular
GO:0036057	slit diaphragm	Unknown	0	IN Extracellular
GO:0036062	presynaptic periactive zone	Unknown	0	IN Extracellular
GO:0036063	acroblast	Unknown	0	IN Extracellular
GO:0036064	ciliary basal body	Unknown	0	IN Extracellular
GO:0036087	glutathione synthase complex	Unknown	0	IN Extracellular
GO:0036117	hyaluranon cable	Unknown	0	IN Extracellular
GO:0036125	fatty acid beta-oxidation multienzyme complex	Unknown	0	IN Extracellular
GO:0036126	sperm flagellum	Unknown	0	IN Extracellular
GO:0036128	CatSper complex	Unknown	0	IN Extracellular
GO:0036156	inner dynein arm	Unknown	0	IN Extracellular
GO:0036157	outer dynein arm	Unknown	0	IN Extracellular
GO:0036186	early phagosome membrane	Unknown	0	IN Extracellular
GO:0036224	pairing center	Unknown	0	IN Extracellular
GO:0036240	septal periplasm	Unknown	0	IN Extracellular
GO:0036266	Cdc48p-Npl4p-Vms1p AAA ATPase complex	Unknown	0	IN Extracellular
GO:0036284	tubulobulbar complex	Unknown	0	IN Extracellular
GO:0036286	eisosome filament	Unknown	0	IN Extracellular
GO:0036338	viral membrane	Unknown	0	IN Extracellular
GO:0036362	ascus membrane	Unknown	0	IN Extracellular
GO:0036375	Kibra-Ex-Mer complex	Unknown	0	IN Extracellular
GO:0036387	pre-replicative complex	Unknown	0	IN Extracellular
GO:0036389	bacterial pre-replicative complex	Unknown	0	IN Extracellular
GO:0036391	medial cortex septin ring	Unknown	0	IN Extracellular
GO:0036396	MIS complex	Unknown	0	IN Extracellular
GO:0036398	TCR signalosome	Unknown	0	IN Extracellular
GO:0036405	anchored component of cell outer membrane	Unknown	0	IN Extracellular
GO:0036406	anchored component of periplasmic side of cell outer membrane	Unknown	0	IN Extracellular
GO:0036407	mycolate outer membrane	Unknown	0	IN Extracellular
GO:0036409	histone H3-K14 acetyltransferase complex	Unknown	0	IN Extracellular
GO:0036410	Mst2 histone acetyltransferase complex	Unknown	0	IN Extracellular
GO:0036411	H-NS-Cnu complex	Unknown	0	IN Extracellular
GO:0036418	intrinsic component of mycolate outer membrane	Unknown	0	IN Extracellular
GO:0036419	integral component of mycolate outer membrane	Unknown	0	IN Extracellular
GO:0036420	extrinsic component of mycolate outer membrane	Unknown	0	IN Extracellular
GO:0036421	extrinsic component of external side of mycolate outer membrane	Unknown	0	IN Extracellular
GO:0036436	Isw1a complex	Unknown	0	IN Extracellular
GO:0036437	Isw1b complex	Unknown	0	IN Extracellular
GO:0036449	microtubule minus-end	Unknown	0	IN Extracellular
GO:0036452	ESCRT complex	Unknown	0	IN Extracellular
GO:0036454	growth factor complex	Unknown	0	IN Extracellular
GO:0036457	keratohyalin granule	Unknown	0	IN Extracellular
GO:0038037	G-protein coupled receptor dimeric complex	Unknown	0	IN Extracellular
GO:0038038	G-protein coupled receptor homodimeric complex	Unknown	0	IN Extracellular
GO:0038039	G-protein coupled receptor heterodimeric complex	Unknown	0	IN Extracellular
GO:0038045	large latent transforming growth factor-beta complex	Unknown	0	IN Extracellular
GO:0038059	IKKalpha-IKKalpha complex	Unknown	0	IN Extracellular
GO:0038104	nodal receptor complex	Unknown	0	IN Extracellular
GO:0038139	ERBB4-EGFR complex	Unknown	0	IN Extracellular
GO:0038140	ERBB4-ERBB3 complex	Unknown	0	IN Extracellular
GO:0038141	ERBB4-ERBB4 complex	Unknown	0	IN Extracellular
GO:0038142	EGFR:ERBB2 complex	Unknown	0	IN Extracellular
GO:0038143	ERBB3:ERBB2 complex	Unknown	0	IN Extracellular
GO:0038144	ERBB4:ERBB2 complex	Unknown	0	IN Extracellular
GO:0038197	type I interferon receptor complex	Unknown	0	IN Extracellular
GO:0038201	TOR complex	Unknown	0	IN Extracellular
GO:0039615	T=1 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039616	T=2 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039617	T=3 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039618	T=pseudo3 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039619	T=4 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039620	T=7 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039621	T=13 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039622	T=16 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039623	T=25 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039624	viral outer capsid	Unknown	0	IN Extracellular
GO:0039625	viral inner capsid	Unknown	0	IN Extracellular
GO:0039626	viral intermediate capsid	Unknown	0	IN Extracellular
GO:0039627	T=147 icosahedral capsid	Unknown	0	IN Extracellular
GO:0039628	T=169 icosahedral viral capsid	Unknown	0	IN Extracellular
GO:0039629	T=219 icosahedral capsid	Unknown	0	IN Extracellular
GO:0039641	viral inner membrane	Unknown	0	IN Extracellular
GO:0039642	virion nucleoid	Unknown	0	IN Extracellular
GO:0039643	host cell viral nucleoid	Unknown	0	IN Extracellular
GO:0039658	TBK1-IKKE-DDX3 complex	Unknown	0	IN Extracellular
GO:0039661	host organelle outer membrane	Unknown	0	IN Extracellular
GO:0039662	host cell outer membrane	Unknown	0	IN Extracellular
GO:0039670	"viral capsid, turret"	Unknown	0	IN Extracellular
GO:0039679	viral occlusion body	Unknown	0	IN Extracellular
GO:0039713	viral factory	Unknown	0	IN Extracellular
GO:0039714	cytoplasmic viral factory	Unknown	0	IN Extracellular
GO:0039715	nuclear viral factory	Unknown	0	IN Extracellular
GO:0039716	viroplasm viral factory	Unknown	0	IN Extracellular
GO:0039717	spherule viral factory	Unknown	0	IN Extracellular
GO:0039718	double membrane vesicle viral factory	Unknown	0	IN Extracellular
GO:0039719	tube viral factory	Unknown	0	IN Extracellular
GO:0039720	virogenic stroma	Unknown	0	IN Extracellular
GO:0039721	peristromal region viral factory	Unknown	0	IN Extracellular
GO:0042022	interleukin-12 receptor complex	Unknown	0	IN Extracellular
GO:0042106	gamma-delta T cell receptor complex	Unknown	0	IN Extracellular
GO:0042151	nematocyst	Unknown	0	IN Extracellular
GO:0042170	plastid membrane	Unknown	0	IN Extracellular
GO:0042385	myosin III complex	Unknown	0	IN Extracellular
